ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Stages,Purchased Bike
11941,Single,Male,"$60,000",0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,Young,No
14389,Married,Male,"$60,000",2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,Middle Aged,No
18050,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Aged,Yes
19856,Married,Female,"$60,000",4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,Middle Aged,No
15292,Single,Female,"$60,000",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,Middle Aged,No
21587,Married,Female,"$60,000",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Young,Yes
24322,Married,Female,"$60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Aged,No
21693,Single,Female,"$60,000",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle Aged,No
14662,Married,Male,"$60,000",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Aged,Yes
13073,Married,Female,"$60,000",0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,Young,No
20196,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Aged,Yes
16813,Married,Male,"$60,000",2,Partial College,Professional,Yes,2,10+ Miles,North America,55,Middle Aged,No
29037,Married,Male,"$60,000",0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,Middle Aged,No
26576,Married,Female,"$60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,Young,No
12192,Single,Female,"$60,000",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,Middle Aged,No
11734,Married,Male,"$60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle Aged,No
28004,Married,Female,"$60,000",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,Old,No
25148,Married,Male,"$60,000",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Aged,Yes
28972,Single,Female,"$60,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,Old,No
29134,Married,Male,"$60,000",4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,Middle Aged,No
19117,Single,Female,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
23731,Married,Male,"$60,000",2,High School,Professional,Yes,2,2-5 Miles,North America,54,Middle Aged,Yes
11809,Married,Male,"$60,000",2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Middle Aged,Yes
12121,Single,Male,"$60,000",3,High School,Professional,Yes,2,10+ Miles,North America,53,Middle Aged,Yes
19442,Single,Male,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
16209,Single,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,36,Middle Aged,No
19299,Married,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Middle Aged,Yes
14164,Single,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Middle Aged,Yes
21039,Single,Female,"$50,000",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Middle Aged,Yes
17352,Married,Male,"$50,000",2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Old,Yes
19235,Married,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Young,No
11641,Married,Male,"$50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,Middle Aged,No
23893,Married,Male,"$50,000",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,Middle Aged,No
25375,Married,Male,"$50,000",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,Young,No
27393,Married,Female,"$50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old,No
17025,Single,Male,"$50,000",0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Middle Aged,Yes
23200,Married,Female,"$50,000",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,Middle Aged,No
26452,Single,Male,"$50,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,Old,No
28815,Married,Female,"$50,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Aged,No
21441,Married,Male,"$50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,64,Old,No
19133,Single,Male,"$50,000",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
23144,Married,Male,"$50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Young,Yes
11619,Single,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Young,No
20657,Single,Male,"$50,000",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Middle Aged,Yes
12882,Married,Male,"$50,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Young,Yes
14608,Married,Male,"$50,000",4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,Middle Aged,No
15468,Married,Female,"$50,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,Middle Aged,No
20361,Married,Male,"$50,000",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,Old,No
15287,Single,Female,"$50,000",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Young,Yes
21613,Single,Male,"$50,000",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Middle Aged,Yes
22330,Married,Male,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Young,Yes
23197,Married,Male,"$50,000",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,Middle Aged,No
28278,Married,Male,"$50,000",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,Old,No
11622,Married,Male,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Young,No
20401,Married,Female,"$50,000",4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,Yes
21583,Married,Female,"$50,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Young,Yes
19747,Married,Male,"$50,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old,No
23195,Single,Male,"$50,000",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
15862,Single,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Young,Yes
26298,Married,Female,"$50,000",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Young,Yes
25419,Single,Male,"$50,000",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Middle Aged,Yes
27756,Single,Female,"$50,000",3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Middle Aged,No
23818,Married,Female,"$50,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Young,Yes
13920,Single,Female,"$50,000",4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,Middle Aged,No
12496,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Aged,No
19364,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Middle Aged,Yes
25323,Married,Male,"$40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Aged,Yes
27183,Single,Male,"$40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Aged,Yes
25598,Married,Female,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,36,Middle Aged,Yes
19193,Single,Male,"$40,000",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,35,Middle Aged,Yes
27184,Single,Male,"$40,000",2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Young,No
14347,Single,Female,"$40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,65,Old,Yes
29097,Single,Female,"$40,000",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Aged,Yes
14939,Single,Male,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Aged,Yes
12808,Married,Male,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
25502,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Middle Aged,Yes
16713,Married,Male,"$40,000",2,Bachelors,Management,Yes,1,0-1 Miles,Pacific,52,Middle Aged,Yes
29355,Married,Female,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
27745,Single,Male,"$40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,63,Old,Yes
24485,Single,Male,"$40,000",2,Bachelors,Management,No,1,5-10 Miles,Pacific,52,Middle Aged,Yes
23940,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Middle Aged,Yes
19441,Married,Male,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,25,Young,Yes
27494,Single,Female,"$40,000",2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,Middle Aged,Yes
26829,Married,Female,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
28395,Single,Male,"$40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,39,Middle Aged,Yes
17650,Single,Female,"$40,000",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,Middle Aged,No
22988,Married,Female,"$40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Old,Yes
27775,Single,Female,"$40,000",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Aged,Yes
19477,Married,Male,"$40,000",0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Middle Aged,Yes
26796,Single,Male,"$40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,65,Old,Yes
22500,Single,Male,"$40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Middle Aged,Yes
14832,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Aged,Yes
20729,Married,Female,"$40,000",2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Young,No
22464,Married,Male,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
19475,Married,Female,"$40,000",0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Middle Aged,Yes
24279,Single,Male,"$40,000",2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,Middle Aged,No
15265,Single,Male,"$40,000",2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Old,Yes
18626,Single,Male,"$40,000",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Young,Yes
22633,Single,Female,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
14777,Married,Female,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
26219,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Young,Yes
17964,Married,Male,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
16406,Married,Male,"$40,000",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Aged,Yes
20923,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Aged,Yes
17926,Single,Female,"$40,000",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Young,Yes
28758,Married,Male,"$40,000",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Aged,Yes
23105,Single,Male,"$40,000",3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Middle Aged,Yes
27760,Single,Female,"$40,000",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Middle Aged,Yes
23780,Single,Male,"$40,000",2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Middle Aged,Yes
14865,Single,Male,"$40,000",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,Middle Aged,No
25651,Married,Male,"$40,000",1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Middle Aged,Yes
26354,Single,Male,"$40,000",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Middle Aged,Yes
13687,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Young,Yes
23571,Married,Female,"$40,000",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Old,Yes
22636,Single,Female,"$40,000",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Aged,Yes
12510,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Aged,Yes
15628,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,Old,No
17978,Married,Male,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
17793,Married,Female,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
26167,Single,Female,"$40,000",2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Middle Aged,Yes
11555,Married,Female,"$40,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,Old,No
18012,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Aged,No
12744,Single,Female,"$40,000",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,Young,No
20053,Single,Male,"$40,000",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,Young,No
17960,Married,Female,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Aged,Yes
15822,Married,Male,"$40,000",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,Old,No
21108,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Aged,Yes
25307,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Young,Yes
20711,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Young,Yes
12497,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Aged,No
11585,Married,Female,"$40,000",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Aged,No
14791,Married,Female,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Aged,Yes
11149,Married,Male,"$40,000",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,Old,No
22634,Single,Female,"$40,000",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
26984,Married,Male,"$40,000",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Young,Yes
28564,Single,Female,"$40,000",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Young,Yes
28521,Single,Male,"$40,000",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Middle Aged,Yes
12821,Married,Male,"$40,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Aged,No
26238,Single,Female,"$40,000",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Young,Yes
26575,Single,Female,"$40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Young,Yes
15275,Married,Male,"$40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,Young,No
24738,Married,Female,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Aged,Yes
19399,Single,Male,"$40,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,45,Middle Aged,No
18976,Single,Male,"$40,000",4,High School,Professional,Yes,2,10+ Miles,North America,62,Old,Yes
24637,Married,Male,"$40,000",4,High School,Professional,Yes,2,10+ Miles,North America,64,Old,No
14900,Married,Female,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Aged,Yes
11143,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,Young,No
17533,Married,Male,"$40,000",3,Partial College,Professional,No,2,5-10 Miles,North America,73,Old,Yes
24725,Married,Female,"$40,000",3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,Young,No
14495,Married,Male,"$40,000",3,Partial College,Professional,No,2,5-10 Miles,North America,54,Middle Aged,Yes
14754,Married,Male,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Aged,Yes
20528,Married,Male,"$40,000",2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,Middle Aged,No
18752,Single,Female,"$40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Young,No
25329,Single,Female,"$40,000",3,Partial College,Clerical,No,2,0-1 Miles,North America,32,Young,No
23089,Married,Male,"$40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Young,No
18545,Married,Male,"$40,000",4,High School,Professional,No,2,10+ Miles,North America,61,Old,Yes
28997,Single,Male,"$40,000",2,High School,Professional,No,1,2-5 Miles,North America,58,Middle Aged,Yes
25261,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Young,No
11644,Single,Male,"$40,000",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Aged,No
17858,Married,Male,"$40,000",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Middle Aged,Yes
15814,Single,Female,"$40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,Young,No
27753,Married,Male,"$40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Young,No
15272,Single,Male,"$40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Young,No
22010,Single,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Young,No
29106,Single,Male,"$40,000",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Young,Yes
26236,Married,Female,"$40,000",3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,Young,No
22976,Single,Male,"$40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Young,Yes
20505,Married,Female,"$40,000",5,High School,Professional,No,2,10+ Miles,North America,61,Old,No
21260,Single,Female,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Young,No
21717,Married,Male,"$40,000",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,Middle Aged,No
12774,Married,Female,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Aged,Yes
29132,Single,Female,"$40,000",0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Middle Aged,Yes
28026,Married,Female,"$40,000",2,High School,Professional,No,2,2-5 Miles,North America,59,Middle Aged,No
16020,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Young,Yes
24958,Single,Female,"$40,000",5,High School,Professional,No,3,2-5 Miles,North America,60,Middle Aged,Yes
27731,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Young,No
19634,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Young,No
28799,Single,Female,"$40,000",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Aged,Yes
17657,Married,Male,"$40,000",4,Partial College,Clerical,No,0,0-1 Miles,North America,30,Young,No
14913,Married,Female,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Aged,Yes
28087,Single,Female,"$40,000",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Young,No
23668,Married,Female,"$40,000",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Middle Aged,Yes
27261,Married,Male,"$40,000",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Middle Aged,Yes
13151,Single,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Young,No
24496,Single,Female,"$40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Young,Yes
18363,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Young,Yes
28090,Married,Male,"$40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Young,No
15255,Married,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Young,Yes
13154,Married,Male,"$40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Young,Yes
26778,Single,Female,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Young,No
27994,Married,Female,"$40,000",4,High School,Professional,Yes,2,5-10 Miles,North America,69,Old,No
23333,Married,Male,"$40,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,Young,No
24514,Married,Male,"$40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,Young,No
27505,Single,Female,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Young,No
20421,Single,Female,"$40,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,Young,No
18891,Married,Female,"$40,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,Young,No
22743,Married,Female,"$40,000",5,High School,Professional,Yes,2,10+ Miles,North America,60,Middle Aged,No
17482,Single,Female,"$40,000",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,Young,No
20504,Married,Female,"$40,000",5,High School,Professional,No,2,2-5 Miles,North America,60,Middle Aged,No
29052,Single,Male,"$40,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Young,No
19147,Married,Male,"$40,000",0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Middle Aged,No
25041,Single,Male,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Young,No
19228,Married,Female,"$40,000",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,Middle Aged,No
16122,Married,Male,"$40,000",4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Middle Aged,Yes
13934,Married,Male,"$40,000",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,Middle Aged,No
27190,Married,Female,"$40,000",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,Young,No
21451,Married,Female,"$40,000",4,High School,Professional,Yes,2,10+ Miles,North America,61,Old,No
16895,Married,Female,"$40,000",3,Partial College,Professional,No,2,1-2 Miles,North America,54,Middle Aged,Yes
26495,Single,Female,"$40,000",2,High School,Professional,Yes,2,10+ Miles,North America,57,Middle Aged,No
14914,Married,Female,"$40,000",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Aged,Yes
12033,Single,Female,"$40,000",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Young,Yes
27740,Married,Female,"$40,000",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Young,No
23513,Married,Female,"$40,000",3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,Middle Aged,No
17654,Single,Female,"$40,000",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Young,Yes
17541,Married,Female,"$40,000",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Aged,No
17337,Single,Male,"$40,000",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Young,No
28625,Single,Male,"$40,000",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Aged,Yes
23704,Single,Male,"$40,000",5,High School,Professional,Yes,4,10+ Miles,North America,60,Middle Aged,Yes
24107,Married,Male,"$30,000",3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,Middle Aged,No
25597,Single,Male,"$30,000",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Middle Aged,Yes
22173,Married,Female,"$30,000",3,High School,Skilled Manual,No,2,1-2 Miles,Pacific,54,Middle Aged,Yes
23316,Single,Male,"$30,000",3,Partial College,Clerical,No,2,1-2 Miles,Pacific,59,Middle Aged,Yes
12610,Married,Female,"$30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,No
12590,Single,Male,"$30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,Old,No
17841,Single,Male,"$30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Young,Yes
27832,Single,Female,"$30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Young,No
27803,Single,Female,"$30,000",2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,Middle Aged,No
19487,Married,Male,"$30,000",2,Partial College,Clerical,No,2,0-1 Miles,Europe,42,Middle Aged,No
13826,Single,Female,"$30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,28,Young,No
14927,Married,Female,"$30,000",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Aged,Yes
29337,Single,Male,"$30,000",2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,68,Old,No
25303,Single,Male,"$30,000",0,High School,Manual,Yes,1,2-5 Miles,Europe,33,Young,Yes
20828,Married,Female,"$30,000",4,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Aged,Yes
26941,Married,Male,"$30,000",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,Yes
24119,Single,Male,"$30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,Young,No
26886,Single,Female,"$30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Young,Yes
28436,Single,Male,"$30,000",0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Young,Yes
15608,Single,Female,"$30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,Young,No
16487,Single,Female,"$30,000",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Middle Aged,No
12507,Married,Male,"$30,000",1,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,Middle Aged,No
22707,Single,Female,"$30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Young,No
21006,Single,Female,"$30,000",1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Middle Aged,Yes
22496,Married,Female,"$30,000",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
12871,Single,Female,"$30,000",0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,Young,No
12716,Single,Male,"$30,000",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,Young,No
12472,Married,Male,"$30,000",1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,39,Middle Aged,No
21094,Single,Female,"$30,000",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Aged,No
26547,Single,Female,"$30,000",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Middle Aged,Yes
20877,Single,Male,"$30,000",1,Bachelors,Clerical,Yes,0,1-2 Miles,Europe,37,Middle Aged,Yes
12728,Single,Male,"$30,000",0,Partial College,Clerical,No,1,1-2 Miles,Europe,27,Young,No
